Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Year,Month,Profit_Margin
ORD-100087,2025-05-06,East,Consumer,Home & Kitchen,Air Fryer,1,93.55,0.05,97.98,37.23,2025,2025-05,0.38
ORD-104959,2025-05-06,East,Small Business,Apparel,Jacket,5,22.98,0.05,108.88,49.0,2025,2025-05,0.45
ORD-100836,2025-05-06,West,Consumer,Home & Kitchen,Cookware Set,1,88.35,0.05,105.75,40.19,2025,2025-05,0.38
ORD-100067,2025-05-06,North,Small Business,Electronics,Headphones,3,370.15,0.1,1494.11,328.7,2025,2025-05,0.22
ORD-102416,2025-05-06,North,Corporate,Beauty,Perfume,3,55.2,0.1,154.26,84.84,2025,2025-05,0.55
ORD-104330,2025-05-06,South,Small Business,Electronics,Headphones,3,730.7,0.0,2422.27,532.9,2025,2025-05,0.22
ORD-104699,2025-05-06,South,Corporate,Apparel,Jeans,1,48.26,0.0,38.97,17.54,2025,2025-05,0.45
ORD-102096,2025-05-07,East,Consumer,Beauty,Face Wash,3,44.45,0.0,126.02,69.31,2025,2025-05,0.55
ORD-104459,2025-05-07,North,Consumer,Apparel,T-Shirt,1,40.57,0.0,44.32,19.94,2025,2025-05,0.45
ORD-100547,2025-05-07,Central,Consumer,Beauty,Lipstick,4,50.98,0.0,137.65,75.71,2025,2025-05,0.55
ORD-103613,2025-05-07,Central,Corporate,Apparel,Jacket,4,55.18,0.3,110.08,25.69,2025,2025-05,0.233
ORD-104719,2025-05-07,Central,Corporate,Apparel,Jeans,1,80.95,0.0,57.68,25.96,2025,2025-05,0.45
ORD-100117,2025-05-08,South,Corporate,Beauty,Moisturizer,2,41.35,0.15,53.78,29.58,2025,2025-05,0.55
ORD-102377,2025-05-08,South,Corporate,Beauty,Face Wash,3,46.86,0.0,107.54,59.15,2025,2025-05,0.55
ORD-104980,2025-05-08,Central,Small Business,Beauty,Lipstick,5,45.6,0.1,138.51,76.18,2025,2025-05,0.55
ORD-100831,2025-05-08,North,Consumer,Electronics,Laptop,3,898.64,0.0,4030.4,886.69,2025,2025-05,0.22
ORD-101431,2025-05-08,North,Corporate,Electronics,Tablet,2,409.27,0.0,1223.72,269.22,2025,2025-05,0.22
ORD-102745,2025-05-09,Central,Corporate,Sports,Dumbbell Set,4,63.21,0.0,151.7,63.71,2025,2025-05,0.42
ORD-104499,2025-05-09,South,Consumer,Beauty,Lipstick,3,10.9,0.15,21.26,11.69,2025,2025-05,0.55
ORD-101452,2025-05-09,East,Consumer,Electronics,Smartwatch,1,887.53,0.0,1211.48,266.53,2025,2025-05,0.22
ORD-100121,2025-05-09,East,Consumer,Electronics,Smartwatch,3,380.14,0.1,1401.01,308.22,2025,2025-05,0.22
ORD-100525,2025-05-09,South,Consumer,Electronics,Tablet,2,196.2,0.1,390.24,85.85,2025,2025-05,0.22
ORD-104625,2025-05-09,West,Consumer,Electronics,Laptop,3,518.38,0.05,2304.72,507.04,2025,2025-05,0.22
ORD-105884,2025-05-09,Central,Consumer,Beauty,Shampoo,3,50.85,0.05,97.82,53.8,2025,2025-05,0.55
ORD-102544,2025-05-09,East,Corporate,Beauty,Lipstick,3,31.65,0.15,76.27,41.95,2025,2025-05,0.55
ORD-105109,2025-05-09,North,Consumer,Electronics,Smartphone,2,581.49,0.2,1390.92,306.0,2025,2025-05,0.22
ORD-103261,2025-05-10,South,Consumer,Sports,Yoga Mat,5,20.11,0.05,64.96,27.28,2025,2025-05,0.42
ORD-102824,2025-05-10,East,Corporate,Electronics,Smartwatch,5,690.17,0.0,4710.41,1036.29,2025,2025-05,0.22
ORD-105637,2025-05-10,East,Consumer,Beauty,Perfume,3,18.49,0.1,47.18,25.95,2025,2025-05,0.55
ORD-103864,2025-05-10,West,Small Business,Home & Kitchen,Cookware Set,2,219.25,0.05,524.88,199.45,2025,2025-05,0.38
ORD-103029,2025-05-10,South,Corporate,Apparel,Jacket,5,23.15,0.1,84.12,37.85,2025,2025-05,0.45
ORD-104926,2025-05-10,Central,Consumer,Electronics,Tablet,4,665.96,0.3,1818.07,399.98,2025,2025-05,0.22
ORD-103852,2025-05-10,South,Corporate,Sports,Dumbbell Set,5,134.64,0.05,434.89,182.65,2025,2025-05,0.42
ORD-103204,2025-05-10,West,Consumer,Beauty,Perfume,4,49.74,0.0,214.88,118.18,2025,2025-05,0.55
ORD-103336,2025-05-10,North,Small Business,Sports,Cricket Bat,5,148.27,0.1,613.84,257.81,2025,2025-05,0.42
ORD-102687,2025-05-10,South,Corporate,Home & Kitchen,Vacuum Cleaner,5,134.18,0.0,598.78,227.54,2025,2025-05,0.38
ORD-103697,2025-05-10,Central,Small Business,Electronics,Tablet,3,136.88,0.05,380.36,83.68,2025,2025-05,0.22
ORD-101762,2025-05-10,East,Consumer,Sports,Cricket Bat,5,57.67,0.15,205.88,86.47,2025,2025-05,0.42
ORD-100484,2025-05-11,West,Consumer,Apparel,T-Shirt,4,67.79,0.15,262.75,118.24,2025,2025-05,0.45
ORD-105845,2025-05-11,West,Consumer,Beauty,Face Wash,2,23.92,0.1,46.5,25.58,2025,2025-05,0.55
ORD-101599,2025-05-11,West,Consumer,Sports,Yoga Mat,3,8.62,0.1,22.34,9.38,2025,2025-05,0.42
ORD-100358,2025-05-12,South,Consumer,Apparel,Cap,2,38.84,0.05,59.59,26.82,2025,2025-05,0.45
ORD-101109,2025-05-12,North,Consumer,Electronics,Laptop,4,273.99,0.05,1556.54,342.44,2025,2025-05,0.22
ORD-102919,2025-05-12,West,Consumer,Home & Kitchen,Blender,5,234.95,0.1,1332.17,506.22,2025,2025-05,0.38
ORD-101388,2025-05-12,Central,Consumer,Apparel,Jeans,4,77.41,0.1,198.56,89.35,2025,2025-05,0.45
ORD-103734,2025-05-12,West,Consumer,Electronics,Tablet,2,400.7,0.1,1125.17,247.54,2025,2025-05,0.22
ORD-105455,2025-05-12,East,Consumer,Sports,Water Bottle,4,37.39,0.0,125.63,52.76,2025,2025-05,0.42
ORD-103612,2025-05-12,West,Consumer,Sports,Cricket Bat,2,112.51,0.1,194.42,81.66,2025,2025-05,0.42
ORD-100562,2025-05-12,North,Small Business,Apparel,T-Shirt,4,47.33,0.05,196.49,88.42,2025,2025-05,0.45
ORD-104001,2025-05-13,Central,Consumer,Beauty,Lipstick,5,28.42,0.0,95.92,52.76,2025,2025-05,0.55
ORD-101334,2025-05-13,East,Small Business,Home & Kitchen,Blender,1,247.8,0.1,245.88,93.43,2025,2025-05,0.38
ORD-101587,2025-05-13,South,Consumer,Home & Kitchen,Vacuum Cleaner,5,34.18,0.1,137.28,52.17,2025,2025-05,0.38
ORD-100942,2025-05-13,West,Consumer,Beauty,Moisturizer,2,23.45,0.05,48.12,26.47,2025,2025-05,0.55
ORD-102303,2025-05-13,East,Consumer,Electronics,Laptop,1,761.19,0.3,727.32,160.01,2025,2025-05,0.22
ORD-102588,2025-05-13,West,Consumer,Electronics,Smartwatch,5,103.28,0.05,765.3,168.37,2025,2025-05,0.22
ORD-105971,2025-05-13,West,Corporate,Sports,Cricket Bat,5,116.68,0.1,504.06,211.71,2025,2025-05,0.42
ORD-105148,2025-05-13,North,Corporate,Apparel,Sneakers,4,33.87,0.0,148.01,66.6,2025,2025-05,0.45
ORD-101026,2025-05-13,South,Consumer,Electronics,Smartwatch,4,102.83,0.05,431.78,94.99,2025,2025-05,0.22
ORD-101425,2025-05-14,West,Consumer,Apparel,Jeans,3,81.64,0.1,251.29,113.08,2025,2025-05,0.45
ORD-100157,2025-05-14,Central,Consumer,Beauty,Shampoo,4,31.18,0.15,71.56,39.36,2025,2025-05,0.55
ORD-104965,2025-05-14,North,Consumer,Sports,Running Shoes,1,95.66,0.05,83.61,35.12,2025,2025-05,0.42
ORD-104547,2025-05-14,West,Consumer,Apparel,T-Shirt,4,12.22,0.05,52.94,23.82,2025,2025-05,0.45
ORD-102369,2025-05-14,West,Corporate,Electronics,Tablet,5,887.52,0.0,6922.66,1522.99,2025,2025-05,0.22
ORD-100271,2025-05-14,West,Consumer,Electronics,Tablet,2,540.68,0.05,1602.58,352.57,2025,2025-05,0.22
ORD-101734,2025-05-14,North,Corporate,Beauty,Moisturizer,3,17.11,0.0,53.13,29.22,2025,2025-05,0.55
ORD-100180,2025-05-14,Central,Consumer,Apparel,Jeans,2,68.47,0.0,97.57,43.91,2025,2025-05,0.45
ORD-105811,2025-05-14,South,Consumer,Apparel,Cap,5,77.43,0.05,296.99,133.65,2025,2025-05,0.45
ORD-102071,2025-05-14,East,Consumer,Electronics,Smartphone,4,805.08,0.0,4395.74,967.06,2025,2025-05,0.22
ORD-105067,2025-05-14,Central,Corporate,Sports,Yoga Mat,1,108.1,0.1,58.37,24.52,2025,2025-05,0.42
ORD-105844,2025-05-14,West,Consumer,Apparel,Jeans,1,53.16,0.05,57.57,25.91,2025,2025-05,0.45
ORD-105006,2025-05-15,North,Consumer,Home & Kitchen,Vacuum Cleaner,5,90.77,0.1,493.22,187.42,2025,2025-05,0.38
ORD-102213,2025-05-15,East,Corporate,Sports,Running Shoes,4,72.79,0.15,207.89,87.31,2025,2025-05,0.42
ORD-105606,2025-05-15,South,Consumer,Sports,Water Bottle,2,112.97,0.0,153.64,64.53,2025,2025-05,0.42
ORD-100039,2025-05-15,Central,Consumer,Home & Kitchen,Lamp,5,193.95,0.0,763.68,290.2,2025,2025-05,0.38
ORD-100208,2025-05-15,North,Consumer,Electronics,Smartwatch,3,345.1,0.1,1393.0,306.46,2025,2025-05,0.22
ORD-102359,2025-05-16,Central,Corporate,Sports,Yoga Mat,1,11.31,0.0,6.79,2.85,2025,2025-05,0.42
ORD-103258,2025-05-16,West,Corporate,Electronics,Headphones,2,93.94,0.0,293.09,64.48,2025,2025-05,0.22
ORD-105388,2025-05-16,Central,Consumer,Beauty,Shampoo,2,56.58,0.05,72.56,39.91,2025,2025-05,0.55
ORD-105791,2025-05-16,South,Consumer,Sports,Running Shoes,2,71.96,0.2,78.29,32.88,2025,2025-05,0.42
ORD-100401,2025-05-16,Central,Small Business,Sports,Cricket Bat,2,134.47,0.1,145.23,61.0,2025,2025-05,0.42
ORD-104446,2025-05-16,North,Small Business,Apparel,Cap,3,86.25,0.3,197.88,89.05,2025,2025-05,0.45
ORD-104321,2025-05-16,East,Corporate,Beauty,Face Wash,4,38.72,0.2,117.09,64.4,2025,2025-05,0.55
ORD-101191,2025-05-16,North,Consumer,Apparel,T-Shirt,1,62.71,0.1,61.66,27.75,2025,2025-05,0.45
ORD-101775,2025-05-16,Central,Small Business,Home & Kitchen,Blender,4,36.15,0.1,102.49,38.95,2025,2025-05,0.38
ORD-103104,2025-05-17,Central,Consumer,Beauty,Lipstick,3,49.09,0.0,99.41,54.68,2025,2025-05,0.55
ORD-102997,2025-05-17,North,Consumer,Sports,Cricket Bat,3,14.41,0.05,37.78,15.87,2025,2025-05,0.42
ORD-102896,2025-05-17,East,Consumer,Apparel,Sneakers,1,55.8,0.1,50.09,22.54,2025,2025-05,0.45
ORD-100374,2025-05-17,South,Consumer,Home & Kitchen,Cookware Set,3,168.2,0.1,405.32,154.02,2025,2025-05,0.38
ORD-102301,2025-05-17,North,Consumer,Sports,Running Shoes,5,99.04,0.15,387.25,162.65,2025,2025-05,0.42
ORD-101626,2025-05-17,South,Consumer,Beauty,Lipstick,4,53.86,0.0,164.81,90.65,2025,2025-05,0.55
ORD-104385,2025-05-18,North,Consumer,Home & Kitchen,Cookware Set,2,79.1,0.1,171.92,65.33,2025,2025-05,0.38
ORD-105142,2025-05-18,South,Corporate,Apparel,Jeans,1,76.82,0.15,52.73,23.73,2025,2025-05,0.45
ORD-101603,2025-05-18,North,Small Business,Apparel,Sneakers,4,83.28,0.2,291.15,131.02,2025,2025-05,0.45
ORD-104328,2025-05-18,Central,Consumer,Beauty,Perfume,5,43.67,0.0,147.39,81.06,2025,2025-05,0.55
ORD-102005,2025-05-18,Central,Consumer,Sports,Running Shoes,5,106.67,0.0,320.01,134.4,2025,2025-05,0.42
ORD-101896,2025-05-18,West,Corporate,Sports,Yoga Mat,4,35.47,0.0,136.2,57.2,2025,2025-05,0.42
ORD-105695,2025-05-18,East,Small Business,Sports,Cricket Bat,5,114.32,0.1,432.13,181.49,2025,2025-05,0.42
ORD-101354,2025-05-19,West,Small Business,Home & Kitchen,Air Fryer,3,201.36,0.05,723.08,274.77,2025,2025-05,0.38
ORD-103320,2025-05-19,East,Consumer,Beauty,Lipstick,5,5.55,0.0,26.22,14.42,2025,2025-05,0.55
ORD-103122,2025-05-19,Central,Consumer,Apparel,Sneakers,3,24.2,0.0,51.73,23.28,2025,2025-05,0.45
ORD-102584,2025-05-19,West,Consumer,Beauty,Face Wash,4,56.53,0.1,219.79,120.88,2025,2025-05,0.55
ORD-104035,2025-05-19,North,Consumer,Sports,Cricket Bat,2,10.91,0.0,20.07,8.43,2025,2025-05,0.42
ORD-103966,2025-05-19,Central,Small Business,Beauty,Face Wash,2,23.18,0.0,31.29,17.21,2025,2025-05,0.55
ORD-104701,2025-05-19,Central,Consumer,Apparel,Jacket,5,64.88,0.15,196.46,88.41,2025,2025-05,0.45
ORD-103831,2025-05-19,North,Small Business,Sports,Cricket Bat,2,55.32,0.0,101.79,42.75,2025,2025-05,0.42
ORD-100593,2025-05-20,North,Small Business,Electronics,Laptop,3,306.06,0.0,1372.68,301.99,2025,2025-05,0.22
ORD-105128,2025-05-20,South,Consumer,Apparel,T-Shirt,3,36.95,0.05,85.04,38.27,2025,2025-05,0.45
ORD-101443,2025-05-20,South,Small Business,Beauty,Moisturizer,4,41.55,0.0,127.14,69.93,2025,2025-05,0.55
ORD-105724,2025-05-20,South,Consumer,Electronics,Laptop,5,423.87,0.15,1990.6,437.93,2025,2025-05,0.22
ORD-102122,2025-05-21,South,Consumer,Home & Kitchen,Blender,5,157.6,0.1,632.96,240.52,2025,2025-05,0.38
ORD-101788,2025-05-21,West,Consumer,Sports,Water Bottle,5,35.2,0.0,168.96,70.96,2025,2025-05,0.42
ORD-100627,2025-05-21,South,Small Business,Apparel,T-Shirt,3,64.17,0.05,147.68,66.46,2025,2025-05,0.45
ORD-105426,2025-05-21,North,Consumer,Beauty,Shampoo,5,32.52,0.0,168.29,92.56,2025,2025-05,0.55
ORD-103894,2025-05-21,West,Consumer,Beauty,Face Wash,2,39.62,0.1,77.02,42.36,2025,2025-05,0.55
ORD-104296,2025-05-21,West,Corporate,Home & Kitchen,Cookware Set,4,114.15,0.0,575.32,218.62,2025,2025-05,0.38
ORD-103922,2025-05-21,Central,Corporate,Apparel,Cap,1,33.61,0.05,22.75,10.24,2025,2025-05,0.45
ORD-103146,2025-05-22,South,Small Business,Electronics,Tablet,5,76.49,0.05,401.48,88.33,2025,2025-05,0.22
ORD-105504,2025-05-22,North,Small Business,Apparel,Jeans,2,73.65,0.0,160.93,72.42,2025,2025-05,0.45
ORD-105758,2025-05-22,South,Small Business,Apparel,Jeans,3,21.92,0.1,47.79,21.51,2025,2025-05,0.45
ORD-101429,2025-05-22,South,Small Business,Home & Kitchen,Lamp,4,149.42,0.0,533.43,202.7,2025,2025-05,0.38
ORD-105470,2025-05-22,South,Consumer,Sports,Running Shoes,5,128.71,0.0,437.61,183.8,2025,2025-05,0.42
ORD-103317,2025-05-23,West,Small Business,Sports,Cricket Bat,3,8.48,0.0,24.42,10.26,2025,2025-05,0.42
ORD-101343,2025-05-23,East,Small Business,Apparel,T-Shirt,5,27.33,0.0,136.31,61.34,2025,2025-05,0.45
ORD-101858,2025-05-23,South,Corporate,Sports,Running Shoes,4,65.53,0.0,178.24,74.86,2025,2025-05,0.42
ORD-105330,2025-05-23,West,Corporate,Home & Kitchen,Vacuum Cleaner,1,216.27,0.2,218.0,82.84,2025,2025-05,0.38
ORD-104914,2025-05-23,North,Small Business,Beauty,Perfume,4,18.5,0.0,76.59,42.12,2025,2025-05,0.55
ORD-103789,2025-05-23,South,Consumer,Apparel,Jeans,2,33.36,0.1,48.49,21.82,2025,2025-05,0.45
ORD-103689,2025-05-24,South,Corporate,Electronics,Smartphone,5,803.4,0.1,3994.91,878.88,2025,2025-05,0.22
ORD-104435,2025-05-24,West,Corporate,Home & Kitchen,Vacuum Cleaner,4,22.63,0.15,96.95,36.84,2025,2025-05,0.38
ORD-101439,2025-05-24,North,Corporate,Sports,Cricket Bat,3,97.71,0.1,242.71,101.94,2025,2025-05,0.42
ORD-101966,2025-05-24,North,Small Business,Beauty,Shampoo,3,9.8,0.05,28.91,15.9,2025,2025-05,0.55
ORD-104574,2025-05-24,North,Corporate,Home & Kitchen,Vacuum Cleaner,4,143.35,0.05,657.76,249.95,2025,2025-05,0.38
ORD-105339,2025-05-24,North,Consumer,Beauty,Moisturizer,5,53.34,0.0,276.03,151.82,2025,2025-05,0.55
ORD-104652,2025-05-25,South,Consumer,Apparel,T-Shirt,5,27.98,0.0,112.97,50.84,2025,2025-05,0.45
ORD-101058,2025-05-25,South,Small Business,Home & Kitchen,Vacuum Cleaner,5,179.91,0.0,802.85,305.08,2025,2025-05,0.38
ORD-103148,2025-05-25,West,Small Business,Electronics,Tablet,2,698.99,0.05,2071.81,455.8,2025,2025-05,0.22
ORD-103217,2025-05-25,Central,Corporate,Beauty,Moisturizer,1,12.61,0.1,7.66,4.21,2025,2025-05,0.55
ORD-103131,2025-05-25,East,Small Business,Home & Kitchen,Cookware Set,1,78.98,0.1,78.37,29.78,2025,2025-05,0.38
ORD-102184,2025-05-25,South,Consumer,Sports,Running Shoes,4,52.53,0.1,128.59,54.01,2025,2025-05,0.42
ORD-103639,2025-05-25,East,Consumer,Beauty,Lipstick,4,23.28,0.2,70.4,38.72,2025,2025-05,0.55
ORD-105836,2025-05-26,East,Consumer,Home & Kitchen,Lamp,3,33.29,0.1,99.1,37.66,2025,2025-05,0.38
ORD-103949,2025-05-26,Central,Consumer,Electronics,Smartwatch,5,795.13,0.05,3682.45,810.14,2025,2025-05,0.22
ORD-105519,2025-05-26,South,Consumer,Apparel,Sneakers,1,42.7,0.1,31.03,13.96,2025,2025-05,0.45
ORD-104024,2025-05-26,West,Small Business,Sports,Running Shoes,1,117.31,0.0,112.62,47.3,2025,2025-05,0.42
ORD-100432,2025-05-26,West,Corporate,Apparel,Jeans,2,40.57,0.1,83.25,37.46,2025,2025-05,0.45
ORD-105263,2025-05-27,North,Consumer,Beauty,Shampoo,3,38.07,0.1,106.39,58.51,2025,2025-05,0.55
ORD-100342,2025-05-27,Central,Corporate,Beauty,Lipstick,2,17.73,0.15,20.35,11.19,2025,2025-05,0.55
ORD-104581,2025-05-27,East,Corporate,Electronics,Smartwatch,3,111.46,0.15,387.96,85.35,2025,2025-05,0.22
ORD-103744,2025-05-27,Central,Small Business,Electronics,Laptop,5,323.34,0.1,1418.65,312.1,2025,2025-05,0.22
ORD-104384,2025-05-27,South,Consumer,Apparel,Jacket,5,64.08,0.0,258.72,116.42,2025,2025-05,0.45
ORD-103276,2025-05-27,North,Corporate,Home & Kitchen,Vacuum Cleaner,4,62.62,0.05,287.33,109.19,2025,2025-05,0.38
ORD-104066,2025-05-27,East,Consumer,Apparel,Sneakers,5,10.93,0.1,49.06,22.08,2025,2025-05,0.45
ORD-103113,2025-05-27,East,Consumer,Beauty,Moisturizer,2,7.73,0.3,10.23,5.63,2025,2025-05,0.55
ORD-105221,2025-05-28,East,Consumer,Beauty,Moisturizer,1,39.27,0.1,33.4,18.37,2025,2025-05,0.55
ORD-102027,2025-05-28,South,Corporate,Sports,Water Bottle,1,128.28,0.1,78.51,32.97,2025,2025-05,0.42
ORD-101054,2025-05-28,Central,Corporate,Beauty,Lipstick,3,49.5,0.0,100.24,55.13,2025,2025-05,0.55
ORD-102808,2025-05-28,East,Consumer,Home & Kitchen,Vacuum Cleaner,1,99.21,0.0,109.38,41.56,2025,2025-05,0.38
ORD-104346,2025-05-28,North,Consumer,Beauty,Moisturizer,2,40.35,0.0,83.52,45.94,2025,2025-05,0.55
ORD-102228,2025-05-28,South,Consumer,Electronics,Laptop,3,573.08,0.2,1519.81,334.36,2025,2025-05,0.22
ORD-104009,2025-05-28,Central,Consumer,Apparel,T-Shirt,4,20.21,0.1,51.84,23.33,2025,2025-05,0.45
ORD-102263,2025-05-29,North,Consumer,Sports,Dumbbell Set,4,36.31,0.0,133.62,56.12,2025,2025-05,0.42
ORD-103016,2025-05-29,North,Consumer,Sports,Water Bottle,2,52.21,0.0,96.07,40.35,2025,2025-05,0.42
ORD-102558,2025-05-29,East,Consumer,Home & Kitchen,Air Fryer,5,211.85,0.0,1167.82,443.77,2025,2025-05,0.38
ORD-103026,2025-05-29,North,Corporate,Home & Kitchen,Cookware Set,5,102.08,0.15,523.86,199.07,2025,2025-05,0.38
ORD-105717,2025-05-29,West,Corporate,Sports,Cricket Bat,4,38.05,0.05,138.81,58.3,2025,2025-05,0.42
ORD-100153,2025-05-29,South,Consumer,Apparel,T-Shirt,3,14.62,0.0,35.42,15.94,2025,2025-05,0.45
ORD-102345,2025-05-29,East,Corporate,Electronics,Tablet,3,61.68,0.1,227.32,50.01,2025,2025-05,0.22
ORD-105092,2025-05-29,East,Consumer,Electronics,Smartphone,4,851.53,0.1,4184.42,920.57,2025,2025-05,0.22
ORD-103216,2025-05-29,Central,Small Business,Sports,Cricket Bat,4,63.8,0.15,130.15,54.66,2025,2025-05,0.42
ORD-103191,2025-05-29,East,Corporate,Beauty,Perfume,3,48.43,0.0,137.3,75.52,2025,2025-05,0.55
ORD-104698,2025-05-30,North,Corporate,Home & Kitchen,Lamp,4,17.02,0.0,82.21,31.24,2025,2025-05,0.38
ORD-100328,2025-05-30,South,Corporate,Sports,Water Bottle,3,12.27,0.0,25.03,10.51,2025,2025-05,0.42
ORD-101373,2025-05-30,South,Consumer,Electronics,Smartphone,4,206.98,0.1,823.37,181.14,2025,2025-05,0.22
ORD-102829,2025-05-30,East,Consumer,Home & Kitchen,Blender,5,50.71,0.1,251.58,95.6,2025,2025-05,0.38
ORD-102261,2025-05-30,East,Corporate,Beauty,Perfume,2,18.93,0.15,30.41,16.73,2025,2025-05,0.55
ORD-105658,2025-05-30,South,Corporate,Beauty,Perfume,1,19.89,0.0,15.22,8.37,2025,2025-05,0.55
ORD-101061,2025-05-30,Central,Corporate,Home & Kitchen,Lamp,1,128.82,0.0,101.45,38.55,2025,2025-05,0.38
ORD-100370,2025-05-30,North,Consumer,Sports,Yoga Mat,4,76.17,0.0,280.31,117.73,2025,2025-05,0.42
ORD-104842,2025-05-31,East,Small Business,Electronics,Smartwatch,2,553.28,0.1,1359.41,299.07,2025,2025-05,0.22
ORD-100132,2025-05-31,North,Corporate,Home & Kitchen,Air Fryer,3,117.97,0.15,363.24,138.03,2025,2025-05,0.38
ORD-101316,2025-05-31,Central,Corporate,Electronics,Smartphone,2,152.69,0.3,208.42,-64.73,2025,2025-05,-0.311
ORD-100783,2025-05-31,Central,Consumer,Apparel,Jacket,4,37.32,0.0,106.36,47.86,2025,2025-05,0.45
ORD-105957,2025-05-31,West,Consumer,Beauty,Shampoo,2,32.26,0.05,66.2,36.41,2025,2025-05,0.55
ORD-104962,2025-05-31,East,Consumer,Beauty,Shampoo,3,21.67,0.05,58.36,32.1,2025,2025-05,0.55
ORD-100336,2025-05-31,East,Consumer,Apparel,Jeans,5,76.12,0.0,379.65,170.84,2025,2025-05,0.45
ORD-105243,2025-05-31,North,Corporate,Apparel,Jeans,2,40.75,0.15,75.68,34.06,2025,2025-05,0.45
ORD-100399,2025-05-31,Central,Consumer,Apparel,Cap,1,30.91,0.0,22.02,9.91,2025,2025-05,0.45
ORD-100020,2025-06-01,West,Corporate,Home & Kitchen,Vacuum Cleaner,3,245.04,0.15,787.31,299.18,2025,2025-06,0.38
ORD-102590,2025-06-01,Central,Small Business,Apparel,T-Shirt,5,77.75,0.1,249.29,112.18,2025,2025-06,0.45
ORD-103279,2025-06-01,West,Consumer,Home & Kitchen,Air Fryer,5,190.46,0.0,1199.9,455.96,2025,2025-06,0.38
ORD-100091,2025-06-01,South,Consumer,Sports,Yoga Mat,3,15.79,0.0,32.21,13.53,2025,2025-06,0.42
ORD-104230,2025-06-01,South,Small Business,Apparel,T-Shirt,4,37.03,0.0,119.61,53.82,2025,2025-06,0.45
ORD-104848,2025-06-01,North,Consumer,Beauty,Perfume,3,51.54,0.15,136.03,74.82,2025,2025-06,0.55
ORD-103326,2025-06-01,South,Consumer,Sports,Running Shoes,5,142.25,0.2,386.92,162.51,2025,2025-06,0.42
ORD-103721,2025-06-01,West,Consumer,Beauty,Moisturizer,4,49.15,0.0,212.33,116.78,2025,2025-06,0.55
ORD-105183,2025-06-01,Central,Corporate,Apparel,T-Shirt,3,36.01,0.0,76.97,34.64,2025,2025-06,0.45
ORD-104068,2025-06-01,South,Consumer,Beauty,Shampoo,5,35.19,0.05,127.87,70.33,2025,2025-06,0.55
ORD-104073,2025-06-01,Central,Corporate,Sports,Cricket Bat,5,89.03,0.0,267.09,112.18,2025,2025-06,0.42
ORD-103590,2025-06-01,North,Corporate,Electronics,Tablet,5,454.28,0.3,2377.02,522.94,2025,2025-06,0.22
ORD-104097,2025-06-01,Central,Small Business,Electronics,Tablet,4,662.35,0.0,2583.17,568.3,2025,2025-06,0.22
ORD-104910,2025-06-01,West,Small Business,Sports,Cricket Bat,4,56.77,0.0,218.0,91.56,2025,2025-06,0.42
ORD-101995,2025-06-02,North,Small Business,Sports,Water Bottle,4,129.0,0.1,427.25,179.45,2025,2025-06,0.42
ORD-104892,2025-06-02,North,Consumer,Beauty,Face Wash,2,29.1,0.1,54.21,29.82,2025,2025-06,0.55
ORD-103125,2025-06-02,Central,Consumer,Apparel,Sneakers,4,61.66,0.0,175.73,79.08,2025,2025-06,0.45
ORD-103718,2025-06-02,East,Small Business,Beauty,Shampoo,5,50.43,0.0,238.28,131.05,2025,2025-06,0.55
ORD-100584,2025-06-02,North,Small Business,Home & Kitchen,Blender,5,117.85,0.0,711.52,270.38,2025,2025-06,0.38
ORD-103235,2025-06-02,East,Consumer,Sports,Dumbbell Set,1,12.23,0.2,8.22,3.45,2025,2025-06,0.42
ORD-103964,2025-06-02,East,Consumer,Beauty,Perfume,2,58.24,0.15,93.56,51.46,2025,2025-06,0.55
ORD-102881,2025-06-03,Central,Corporate,Apparel,Jacket,5,51.02,0.1,163.58,73.61,2025,2025-06,0.45
ORD-101931,2025-06-03,West,Consumer,Electronics,Smartphone,4,291.45,0.1,1636.78,360.09,2025,2025-06,0.22
ORD-101312,2025-06-03,North,Consumer,Home & Kitchen,Air Fryer,4,144.78,0.15,594.39,225.87,2025,2025-06,0.38
ORD-100069,2025-06-03,South,Corporate,Sports,Cricket Bat,5,93.76,0.05,302.84,127.19,2025,2025-06,0.42
ORD-103603,2025-06-03,East,Small Business,Home & Kitchen,Vacuum Cleaner,3,21.69,0.0,71.74,27.26,2025,2025-06,0.38
ORD-104242,2025-06-03,North,Consumer,Home & Kitchen,Lamp,4,96.28,0.05,441.78,167.88,2025,2025-06,0.38
ORD-103860,2025-06-03,South,Consumer,Electronics,Tablet,4,276.63,0.2,978.16,215.2,2025,2025-06,0.22
ORD-102497,2025-06-04,North,Corporate,Home & Kitchen,Vacuum Cleaner,2,148.66,0.0,359.01,136.42,2025,2025-06,0.38
ORD-105126,2025-06-04,North,Small Business,Sports,Water Bottle,5,103.57,0.1,428.78,180.09,2025,2025-06,0.42
ORD-102611,2025-06-04,North,Consumer,Electronics,Smartwatch,5,183.34,0.1,1233.42,271.35,2025,2025-06,0.22
ORD-105052,2025-06-04,South,Small Business,Electronics,Smartwatch,2,104.5,0.0,230.95,50.81,2025,2025-06,0.22
ORD-103804,2025-06-04,South,Corporate,Sports,Dumbbell Set,3,77.22,0.1,141.78,59.55,2025,2025-06,0.42
